StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,Q1,Q2,Q3,Q4,Q4_7_TEXT,Q5,Q5_6_TEXT,Q6,Q6_1_TEXT,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q15
2023-11-07 11:26:42,2023-11-07 11:29:03,IP Address,100,141,True,2023-11-07 11:29:03,R_wNVe860HXkNwG09,qr,EN,"Yes, I want to participate",20,Sophomore student,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,,,,,,,,"knowing if it’s safe to drink ",Yes,7-12 glasses per
2023-11-07 11:26:10,2023-11-07 11:30:03,IP Address,100,233,True,2023-11-07 11:30:04,R_3iVUZ3M3PbvVp59,qr,EN,"Yes, I want to participate",20,Sophomore student,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,Yes,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,1,7,4,2,5,3,6,,,7-12 glasses per
2023-11-07 11:29:41,2023-11-07 11:32:20,IP Address,100,158,True,2023-11-07 11:32:20,R_3M4CZ8NxPuIqxMv,qr,EN,"Yes, I want to participate",20,Sophomore student,White/Caucasian,Non-binary,,Mostly liberal,,Zip Code,02169,No,Tap water,No,Public Supply,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,6,4,3,2,5,1,7,,No,Prefer not to answer
2023-11-07 11:29:18,2023-11-07 11:34:25,IP Address,100,306,True,2023-11-07 11:34:25,R_SIQBjRL7sKjPGmJ,qr,EN,"Yes, I want to participate",19,Freshman student,Black or African American,Man,,Mixed,,Prefer not to answer,,No,Plastic bottled water,Yes,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,2,6,3,4,7,1,5,"Taste better ",,2-6 glasses per day
2023-11-07 11:32:24,2023-11-07 11:34:34,IP Address,100,129,True,2023-11-07 11:34:35,R_O99frnkmAXB8C9b,qr,EN,"Yes, I want to participate",21,Junior student,Hispanic or Latino,Woman,,Mostly liberal,,Zip Code,01801,Yes,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,"Knowing it’s regularly getting tested ",,2-6 glasses per day
2023-11-07 11:30:34,2023-11-07 11:35:56,IP Address,100,321,True,2023-11-07 11:35:56,R_3rYbzgu4gPkyLfG,qr,EN,"Yes, I want to participate",20,Junior student,Black or African American,Woman,,Prefer not to answer,,Zip Code,02360,No,Tap water,No,Public Supply,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,,,,,,,,Filteration,Yes,2-6 glasses per day
2023-11-07 11:42:41,2023-11-07 11:45:08,IP Address,100,147,True,2023-11-07 11:45:09,R_3ETsIGcZlaz2GBq,qr,EN,"Yes, I want to participate",18,Freshman student,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Plastic bottled water,Yes,Well,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Color is clear,,2-6 glasses per day
2023-11-07 11:46:27,2023-11-07 11:48:44,IP Address,100,137,True,2023-11-07 11:48:45,R_33DwpqcKVi6o1L0,qr,EN,"Yes, I want to participate",19,Freshman student,Asian,Man,,Mixed,,Zip Code,02119,,Plastic bottled water,Yes,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2,1,3,5,6,7,4,,,2-6 glasses per day
2023-11-07 11:47:29,2023-11-07 11:50:04,IP Address,100,155,True,2023-11-07 11:50:05,R_3iJ35SsJQ02nZyM,qr,EN,"Yes, I want to participate",19,Sophomore student,Black or African American,Woman,,Mostly liberal,,Prefer not to answer,,No,Glass bottled/canned/boxed water,Yes,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,2,1,3,5,7,6,4,"Seeing facts ",,2-6 glasses per day
2023-11-07 11:46:59,2023-11-07 11:50:12,IP Address,100,193,True,2023-11-07 11:50:13,R_2XaFQrp5XYwIHtB,qr,EN,"Yes, I want to participate",22,Senior student,"White/Caucasian,Hispanic or Latino",Woman,,Prefer not to answer,,Zip Code,02150,,Tap water,Yes,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,,,,,,,,"if i actually knew how ( or if ) it was treated. ",No,2-6 glasses per day
2023-11-07 11:49:07,2023-11-07 11:50:41,IP Address,100,93,True,2023-11-07 11:50:42,R_3irObzuZfvsEz4d,qr,EN,"Yes, I want to participate",19,Sophomore student,Asian,Man,,Mixed,,Zip Code,01585,No,Tap water,Yes,Public Supply,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Yes,7-12 glasses per
2023-11-07 11:49:36,2023-11-07 11:51:37,IP Address,100,120,True,2023-11-07 11:51:37,R_x9snehAxKFVHxkd,qr,EN,"Yes, I want to participate",27,Sophomore student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02302,Yes,Tap water,Yes,Public Supply,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,,,,Yes,7-12 glasses per
2023-11-07 11:49:16,2023-11-07 11:51:41,IP Address,100,145,True,2023-11-07 11:51:41,R_UYJBqFHFrgd6PEB,qr,EN,"Yes, I want to participate",19,Sophomore student,Asian,Woman,,Mixed,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,2-6 glasses per day
2023-11-07 11:52:45,2023-11-07 11:53:04,IP Address,100,19,True,2023-11-07 11:53:05,R_3QGztosaRKfZP3p,qr,EN,"No, I don't want to participate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-07 11:50:08,2023-11-07 11:53:13,IP Address,100,185,True,2023-11-07 11:53:14,R_OIk3rSUABR5KCL7,qr,EN,"Yes, I want to participate",22,Junior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,02150,,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,1,6,2,3,4,5,7,"Officials being transparent about water safety ",,2-6 glasses per day
2023-11-07 11:50:29,2023-11-07 11:54:25,IP Address,100,235,True,2023-11-07 11:54:25,R_324sjBtqhBB572h,qr,EN,"Yes, I want to participate",24,Junior student,Black or African American,Man,,Mostly liberal,,Zip Code,01923,,Tap water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2,3,1,4,6,5,7,A guarantee that it’s safe,Yes,7-12 glasses per
2023-11-07 11:51:38,2023-11-07 11:54:32,IP Address,100,174,True,2023-11-07 11:54:33,R_2YijC4naGd4xyga,qr,EN,"Yes, I want to participate",21,Senior student,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,1,2,3,6,4,5,7,,Yes,7-12 glasses per
2023-11-07 11:51:37,2023-11-07 11:54:38,IP Address,100,180,True,2023-11-07 11:54:39,R_yJ8Wi18KViT7pAJ,qr,EN,"Yes, I want to participate",21,Senior student,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,5,7,3,4,1,6,2,,Yes,13 or more glasses per day
2023-11-07 11:48:12,2023-11-07 12:08:09,IP Address,100,1196,True,2023-11-07 12:08:09,R_1laDVi99NnewxeI,qr,EN,"Yes, I want to participate",19,Freshman student,White/Caucasian,Man,,Consistently liberal,,Zip Code,02125,,Tap water,Yes,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,3,4,5,1,6,2,7,"More communication ",Yes,2-6 glasses per day
2023-11-07 11:48:13,2023-11-07 12:31:03,IP Address,100,2570,True,2023-11-07 12:31:04,R_scI2CjVOQ70srAt,qr,EN,"Yes, I want to participate",20,Freshman student,White/Caucasian,Non-binary,,Consistently liberal,,Zip Code,02066,Yes,Plastic bottled water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,1,3,2,5,6,4,7,,,Less than 2 glasses per day
2023-11-07 12:54:59,2023-11-07 12:56:56,IP Address,100,116,True,2023-11-07 12:56:57,R_Asuc1E6ojBsL1S1,qr,EN,"Yes, I want to participate",18,Freshman student,Hispanic or Latino,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,Public Supply,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,,,,,i don’t really trust it,,2-6 glasses per day
2023-11-07 12:56:20,2023-11-07 12:58:46,IP Address,100,145,True,2023-11-07 12:58:46,R_1EZput62Ao0LfoU,qr,EN,"Yes, I want to participate",19,Junior student,Asian,Man,,Mixed,,,,No,Tap water,No,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,No,7-12 glasses per
2023-11-07 12:55:22,2023-11-07 12:58:48,IP Address,100,205,True,2023-11-07 12:58:49,R_3DhieuEk4q4AKTs,qr,EN,"Yes, I want to participate",25,Junior student,Prefer not to answer,Non-binary,,Other,,Zip Code,02125,Yes,Tap water,Yes,Public Supply,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Yes,2-6 glasses per day
2023-11-07 12:56:46,2023-11-07 12:58:54,IP Address,100,127,True,2023-11-07 12:58:54,R_2Clc8UkKw4Y5T3d,qr,EN,"Yes, I want to participate",18,Sophomore student,Black or African American,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,"Heavy filtering ",Yes,2-6 glasses per day
2023-11-07 12:54:56,2023-11-07 12:59:21,IP Address,100,265,True,2023-11-07 12:59:22,R_0TEJGYmb0fCzRbr,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,02747,No,Glass bottled/canned/boxed water,No,Well,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,3,4,1,6,2,5,7,knowing that it’s impact was environmentally sound and that it is healthy for me,,Less than 2 glasses per day
2023-11-07 13:00:30,2023-11-07 13:03:02,IP Address,100,151,True,2023-11-07 13:03:02,R_WkeIU7xrRabwD2V,qr,EN,"Yes, I want to participate",25,PhD student,Black or African American,Woman,,Other,,Zip Code,02121,,Plastic bottled water,Yes,,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,3,6,1,4,7,5,2,"Transparency from government organizations ",,7-12 glasses per
2023-11-07 13:00:32,2023-11-07 13:03:37,IP Address,100,185,True,2023-11-07 13:03:38,R_8IAG80M2gFtHeVz,qr,EN,"Yes, I want to participate",26,PhD student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02021,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,2,4,1,5,6,7,3,If it was filtered and certified,Yes,13 or more glasses per day
2023-11-07 13:01:50,2023-11-07 13:05:06,IP Address,100,195,True,2023-11-07 13:05:06,R_21Fo9DnimLYY0X2,qr,EN,"Yes, I want to participate",18,Freshman student,Hispanic or Latino,Woman,,Consistently liberal,,Prefer not to answer,,,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,"Not sure ",Yes,2-6 glasses per day
2023-11-07 13:02:35,2023-11-07 13:05:43,IP Address,100,187,True,2023-11-07 13:05:44,R_3oMyS2lL9yjg6Q5,qr,EN,"Yes, I want to participate",22,Junior student,White/Caucasian,Man,,Mixed,,,,,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1,6,5,2,4,3,7,Understanding the plumbing in an apartment/city,Yes,7-12 glasses per
2023-11-07 13:03:18,2023-11-07 13:06:12,IP Address,100,174,True,2023-11-07 13:06:13,R_3KwOPlUu5lRsQY1,qr,EN,"Yes, I want to participate",29,Senior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,02155,No,Plastic bottled water,No,Public Supply,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,3,2,1,5,4,6,7,"More filters more information on the water supply ",,2-6 glasses per day
2023-11-07 13:05:04,2023-11-07 13:07:19,IP Address,100,135,True,2023-11-07 13:07:19,R_UydnwPxXDoCJ1y9,qr,EN,"Yes, I want to participate",19,Sophomore student,Black or African American,Woman,,Other,leftist,Prefer not to answer,,,Plastic bottled water,No,Public Supply,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,1,6,2,3,5,4,7,if it tasted better,,7-12 glasses per
2023-11-07 13:02:54,2023-11-07 13:07:19,IP Address,100,264,True,2023-11-07 13:07:20,R_2xDA1e0mD8z1acm,qr,EN,"Yes, I want to participate",35,PhD student,Prefer not to answer,Woman,,Mixed,,Prefer not to answer,,No,Tap water,No,Public Supply,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Constant analytical analysis,No,2-6 glasses per day
2023-11-07 13:04:09,2023-11-07 13:07:32,IP Address,100,202,True,2023-11-07 13:07:32,R_10OvfKitxsSwpGw,qr,EN,"Yes, I want to participate",31,Master's student,Hispanic or Latino,Man,,Consistently liberal,,Zip Code,02125,No,Tap water,No,Public Supply,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,5,7,1,4,2,3,6,Testing ph and minerals content by myself,Yes,7-12 glasses per
2023-11-07 13:05:46,2023-11-07 13:07:38,IP Address,100,112,True,2023-11-07 13:07:39,R_2czJcvMHGrV2NGU,qr,EN,"Yes, I want to participate",19,Sophomore student,Black or African American,Woman,,Mostly liberal,,Prefer not to answer,,Yes,Plastic bottled water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,,,,,,,,,,7-12 glasses per
2023-11-07 13:03:08,2023-11-07 13:08:03,IP Address,100,294,True,2023-11-07 13:08:03,R_1P5CD7B6FOMeyUI,qr,EN,"Yes, I want to participate",18,Freshman student,"White/Caucasian,Hispanic or Latino",Woman,,Mostly liberal,,Zip Code,02125,,Plastic bottled water,Yes,Public Supply,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,3,7,2,5,4,1,6,"Research papers from outside/nonbiased sources reporting on the quality ",,2-6 glasses per day
2023-11-07 13:05:11,2023-11-07 13:08:57,IP Address,100,226,True,2023-11-07 13:08:58,R_3F4EwjquQSY7VW3,qr,EN,"Yes, I want to participate",19,Sophomore student,Black or African American,Woman,,Consistently liberal,,Prefer not to answer,,,Plastic bottled water,No,Well,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1,6,2,3,7,5,4,If I read information on it,,2-6 glasses per day
2023-11-07 13:07:05,2023-11-07 13:09:36,IP Address,100,150,True,2023-11-07 13:09:36,R_3fqIgt26e0V4LAu,qr,EN,"Yes, I want to participate",23,Senior student,Asian,Woman,,Mixed,,Zip Code,02125,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,5,4,3,1,6,2,7,Cause of society norm,Yes,2-6 glasses per day
2023-11-07 13:07:04,2023-11-07 13:10:10,IP Address,100,185,True,2023-11-07 13:10:10,R_2CwSOaFi7mkMDEi,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02186,No,Tap water,Yes,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,7,4,3,5,2,6,1,"If I knew exactly where the water was coming from and how it was purified. ",Yes,2-6 glasses per day
2023-11-07 13:06:35,2023-11-07 13:10:13,IP Address,100,218,True,2023-11-07 13:10:14,R_2VOpjJTVqXgZnaX,qr,EN,"Yes, I want to participate",27,PhD student,Asian,Man,,Mostly liberal,,Zip Code,02171,,Tap water,Yes,,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,5,1,4,2,7,3,6,More conclusive data on harms of contaminants,No,7-12 glasses per
2023-11-07 13:00:56,2023-11-07 13:12:28,IP Address,100,691,True,2023-11-07 13:12:28,R_2tsTV1OLWBkf9CP,qr,EN,"Yes, I want to participate",36,PhD student,,Woman,,Mostly liberal,,Zip Code,02116,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,,,,,,Yes,2-6 glasses per day
2023-11-07 13:07:19,2023-11-07 13:14:07,IP Address,100,408,True,2023-11-07 13:14:08,R_2fkTnNHJxPGhdOJ,qr,EN,"Yes, I want to participate",30,PhD student,Asian,Man,,Other,"Democratic ",Zip Code,02125,No,Plastic bottled water,No,Well,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,5,6,1,7,3,4,2,,,7-12 glasses per
2023-11-07 13:05:07,2023-11-07 13:15:49,IP Address,100,642,True,2023-11-07 13:15:50,R_12eQAJWjCl2beZy,qr,EN,"Yes, I want to participate",19,Sophomore student,Black or African American,Woman,,Mostly liberal,,Zip Code,02125,,Plastic bottled water,No,Well,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,1,5,7,4,6,2,3,"Make sure there’s healthy Montreal’s ",,7-12 glasses per
2023-11-07 12:54:57,2023-11-07 13:19:11,IP Address,100,1453,True,2023-11-07 13:19:11,R_ZJhWe5mCaqwmqDn,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Gender not listed. My gender is,Genderfluid,Consistently liberal,,Zip Code,02125,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,6,1,2,3,5,4,7,,Yes,Less than 2 glasses per day
2023-11-07 12:57:22,2023-11-07 13:21:54,IP Address,100,1471,True,2023-11-07 13:21:54,R_2BhQ22oplGYJnsX,qr,EN,"Yes, I want to participate",36,Other,"Asian,White/Caucasian",Non-binary,,Mostly liberal,,Zip Code,02171,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,7,3,4,2,5,6,I have always filtered my tap water. It’s a habit now.,Yes,Less than 2 glasses per day
2023-11-07 13:20:58,2023-11-07 13:22:26,IP Address,100,88,True,2023-11-07 13:22:27,R_AMQd7L6ftaZMldT,qr,EN,"Yes, I want to participate",26,Senior student,Hispanic or Latino,Man,,Mixed,,Zip Code,02128,Yes,Prefer not to answer,Yes,Public Supply,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,,,,,,,,Yearly results of water treatment,,
2023-11-07 13:21:16,2023-11-07 13:24:52,IP Address,100,216,True,2023-11-07 13:24:53,R_1OGCkLYfYZ7gIPI,qr,EN,"Yes, I want to participate",25,Senior student,Black or African American,Man,,Mixed,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,2-6 glasses per day
2023-11-07 13:02:19,2023-11-07 13:29:27,IP Address,100,1628,True,2023-11-07 13:29:28,R_2c6HQK4glmsmwt0,qr,EN,"Yes, I want to participate",20,Junior student,Asian,Man,,Mixed,,Zip Code,02148,No,Plastic bottled water,No,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,13 or more glasses per day
2023-11-07 13:28:03,2023-11-07 13:30:57,IP Address,100,173,True,2023-11-07 13:30:58,R_33vj7IXuPx3Wy1D,qr,EN,"Yes, I want to participate",22,Senior student,"White/Caucasian,Hispanic or Latino",Woman,,Consistently liberal,,Zip Code,02125,Yes,Tap water,No,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,7,3,4,1,6,2,5,,Yes,Less than 2 glasses per day
2023-11-07 13:28:51,2023-11-07 13:31:07,IP Address,100,135,True,2023-11-07 13:31:07,R_DICARda1j1wj1oB,qr,EN,"Yes, I want to participate",22,Junior student,White/Caucasian,Man,,Mostly liberal,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,3,2,1,7,4,5,6,Knowing the origin / statistics,Yes,2-6 glasses per day
2023-11-07 13:28:24,2023-11-07 13:31:09,IP Address,100,165,True,2023-11-07 13:31:10,R_32OWoxL0uK2wtyH,qr,EN,"Yes, I want to participate",19,Sophomore student,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,,Glass bottled/canned/boxed water,Yes,Public Supply,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,,"N/A already trust ",,7-12 glasses per
2023-11-07 13:30:18,2023-11-07 13:31:59,IP Address,100,100,True,2023-11-07 13:31:59,R_C8NjoHgj8CKeIQ9,qr,EN,"Yes, I want to participate",21,Senior student,White/Caucasian,Woman,,Mostly liberal,,Zip Code,02125,,Tap water,Yes,Public Supply,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,7,5,1,4,6,3,2,,Yes,2-6 glasses per day
2023-11-07 13:28:47,2023-11-07 13:32:03,IP Address,100,196,True,2023-11-07 13:32:03,R_3Ra4ENgbJDXWK1C,qr,EN,"Yes, I want to participate",22,Junior student,White/Caucasian,Gender not listed. My gender is,gender fluid (woman —> nonbinary),Consistently liberal,,Zip Code,02125,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,,,,,,,,"reliable filters installed and advertised on fountains/taps ",Yes,2-6 glasses per day
2023-11-07 13:29:16,2023-11-07 13:32:05,IP Address,100,168,True,2023-11-07 13:32:05,R_3nODRoVPoUeJYj0,qr,EN,"Yes, I want to participate",28,Senior student,White/Caucasian,Woman,,Consistently liberal,,Zip Code,02420,No,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,2,1,3,4,7,6,5,"Evidence that it is non contaminated ",No,2-6 glasses per day
2023-11-07 13:30:22,2023-11-07 13:32:10,IP Address,100,108,True,2023-11-07 13:32:11,R_3pnByxyVDFqfyYh,qr,EN,"Yes, I want to participate",21,Senior student,White/Caucasian,Man,,Mostly liberal,,Zip Code,01835,Yes,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,4,3,1,7,6,5,2,"Better filtering systems ",,7-12 glasses per
2023-11-07 13:30:23,2023-11-07 13:32:21,IP Address,100,118,True,2023-11-07 13:32:22,R_1OACCssjlIUpgGu,qr,EN,"Yes, I want to participate",20,Sophomore student,Black or African American,Man,,Other,,Prefer not to answer,,,Glass bottled/canned/boxed water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,1,2,3,4,5,6,7,,,2-6 glasses per day
2023-11-07 13:30:59,2023-11-07 13:32:45,IP Address,100,105,True,2023-11-07 13:32:46,R_3lPsavFBOxLOkeq,qr,EN,"Yes, I want to participate",20,Sophomore student,Black or African American,Man,,Prefer not to answer,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,1,2,3,4,5,6,7,,,Less than 2 glasses per day
2023-11-07 13:29:49,2023-11-07 13:32:58,IP Address,100,189,True,2023-11-07 13:32:59,R_PTo6zUmKqOLWCqZ,qr,EN,"Yes, I want to participate",23,Junior student,White/Caucasian,Man,,Mostly liberal,,Zip Code,02145,No,Tap water,No,Public Supply,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,6,1,3,2,5,4,7,"Public metrics vs bottled water or other sources of water ",No,7-12 glasses per
2023-11-07 13:30:40,2023-11-07 13:33:11,IP Address,100,151,True,2023-11-07 13:33:12,R_zVFCsPWX0AFaHLP,qr,EN,"Yes, I want to participate",22,Senior student,Black or African American,Woman,,Prefer not to answer,,Zip Code,02125,,Plastic bottled water,Yes,Public Supply,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,,,,,,,,Knowing where the water is coming from,,2-6 glasses per day
2023-11-07 13:32:02,2023-11-07 13:33:16,IP Address,100,73,True,2023-11-07 13:33:16,R_1NwhvdaDTkCb6Nm,qr,EN,"Yes, I want to participate",,Sophomore student,,Prefer not to answer,,Mixed,,Prefer not to answer,,,Plastic bottled water,No,,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,7-12 glasses per
2023-11-07 13:30:20,2023-11-07 13:33:33,IP Address,100,192,True,2023-11-07 13:33:33,R_1dLjtW8AOLYJXSu,qr,EN,"Yes, I want to participate",18,Freshman student,Hispanic or Latino,Man,,Prefer not to answer,,Zip Code,02169,No,Tap water,Yes,Well,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,3,4,6,5,7,1,2,More actual recordings on it,No,2-6 glasses per day
2023-11-07 13:31:16,2023-11-07 13:33:42,IP Address,100,146,True,2023-11-07 13:33:43,R_1KkxZuQfF6wOUYS,qr,EN,"Yes, I want to participate",26,Prefer not to answer,Asian,Man,,Prefer not to answer,,Prefer not to answer,,,Tap water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,"Maybe ",Yes,2-6 glasses per day
2023-11-07 13:31:33,2023-11-07 13:33:45,IP Address,100,131,True,2023-11-07 13:33:46,R_2P7fLq8uankIdUR,qr,EN,"Yes, I want to participate",20,Junior student,White/Caucasian,Non-binary,,Mostly liberal,,Zip Code,02125,No,Plastic bottled water,Yes,Public Supply,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,3,1,2,7,5,6,4,more filters in public supply,,7-12 glasses per
2023-11-07 13:31:24,2023-11-07 13:33:50,IP Address,100,145,True,2023-11-07 13:33:50,R_DSHBOX6BgxOTfah,qr,EN,"Yes, I want to participate",21,Senior student,Asian,Woman,,Mostly liberal,,Zip Code,02421,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,No,2-6 glasses per day
2023-11-07 13:29:48,2023-11-07 13:34:03,IP Address,100,254,True,2023-11-07 13:34:03,R_2Et33QhjyOiW80o,qr,EN,"Yes, I want to participate",21,Senior student,"White/Caucasian,Hispanic or Latino",Man,,Mostly liberal,,Zip Code,02368,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,1,7,4,6,3,2,5,,,2-6 glasses per day
