StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Informed Consent,Age,SchoolYear,Race,Gender,GenderOther,PoliticalAffil,PoliticalOther,Q6,ZipCode,QualIssues,PrimarySource,WaterBottle,HomeSource,HomeTapSafe,CampusTapSafe,PlasticBottleSafe,GovtReliable,ChoiceOtherCommunity,RankTaste,RankAppearance,RankHealth,RankConvenience,RankEnvironment,RankCost,RankSource,OpenResponse1,FilterYesNo,DailyQuantity
11/7/2023 12:55,11/7/2023 12:58,IP Address,100,205,TRUE,11/7/2023 12:58,R_3DhieuEk4q4AKTs,qr,EN,"Yes, I want to participate",25,Junior,Prefer not to answer,Non-binary,,Other,,Zip Code,2125,Yes,Tap water,Yes,Public Supply,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Yes,2-6 glasses per day
11/7/2023 12:56,11/7/2023 12:58,IP Address,100,127,TRUE,11/7/2023 12:58,R_2Clc8UkKw4Y5T3d,qr,EN,"Yes, I want to participate",18,Sophomore,Black or African American,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,Heavy filtering ,Yes,2-6 glasses per day
11/7/2023 12:54,11/7/2023 12:59,IP Address,100,265,TRUE,11/7/2023 12:59,R_0TEJGYmb0fCzRbr,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2747,No,Glass bottled/canned/boxed water,No,Well,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,3,4,1,6,2,5,7,knowing that it’s impact was environmentally sound and that it is healthy for me,,Less than 2 glasses per day
11/7/2023 13:00,11/7/2023 13:03,IP Address,100,151,TRUE,11/7/2023 13:03,R_WkeIU7xrRabwD2V,qr,EN,"Yes, I want to participate",25,PhD,Black or African American,Woman,,Other,,Zip Code,2121,,Plastic bottled water,Yes,,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,3,6,1,4,7,5,2,Transparency from government organizations ,,7-12 glasses per
11/7/2023 13:00,11/7/2023 13:03,IP Address,100,185,TRUE,11/7/2023 13:03,R_8IAG80M2gFtHeVz,qr,EN,"Yes, I want to participate",26,PhD,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2021,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,2,4,1,5,6,7,3,If it was filtered and certified,Yes,13 or more glasses per day
11/7/2023 13:01,11/7/2023 13:05,IP Address,100,195,TRUE,11/7/2023 13:05,R_21Fo9DnimLYY0X2,qr,EN,"Yes, I want to participate",18,Freshman,Hispanic or Latino,Woman,,Consistently liberal,,Prefer not to answer,,,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,Not sure ,Yes,2-6 glasses per day
11/7/2023 13:02,11/7/2023 13:05,IP Address,100,187,TRUE,11/7/2023 13:05,R_3oMyS2lL9yjg6Q5,qr,EN,"Yes, I want to participate",22,Junior,White/Caucasian,Man,,Mixed,,,,,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,1,6,5,2,4,3,7,Understanding the plumbing in an apartment/city,Yes,7-12 glasses per
11/7/2023 13:03,11/7/2023 13:06,IP Address,100,174,TRUE,11/7/2023 13:06,R_3KwOPlUu5lRsQY1,qr,EN,"Yes, I want to participate",29,Senior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2155,No,Plastic bottled water,No,Public Supply,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,3,2,1,5,4,6,7,More filters more information on the water supply ,,2-6 glasses per day
11/7/2023 13:05,11/7/2023 13:07,IP Address,100,135,TRUE,11/7/2023 13:07,R_UydnwPxXDoCJ1y9,qr,EN,"Yes, I want to participate",19,Sophomore,Black or African American,Woman,,Other,leftist,Prefer not to answer,,,Plastic bottled water,No,Public Supply,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,1,6,2,3,5,4,7,if it tasted better,,7-12 glasses per
11/7/2023 13:02,11/7/2023 13:07,IP Address,100,264,TRUE,11/7/2023 13:07,R_2xDA1e0mD8z1acm,qr,EN,"Yes, I want to participate",35,PhD,Prefer not to answer,Woman,,Mixed,,Prefer not to answer,,No,Tap water,No,Public Supply,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Constant analytical analysis,No,2-6 glasses per day
11/7/2023 13:04,11/7/2023 13:07,IP Address,100,202,TRUE,11/7/2023 13:07,R_10OvfKitxsSwpGw,qr,EN,"Yes, I want to participate",31,Master,Hispanic or Latino,Man,,Consistently liberal,,Zip Code,2125,No,Tap water,No,Public Supply,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,5,7,1,4,2,3,6,Testing ph and minerals content by myself,Yes,7-12 glasses per
11/7/2023 13:05,11/7/2023 13:07,IP Address,100,112,TRUE,11/7/2023 13:07,R_2czJcvMHGrV2NGU,qr,EN,"Yes, I want to participate",19,Sophomore,Black or African American,Woman,,Mostly liberal,,Prefer not to answer,,Yes,Plastic bottled water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,,,,,,,,,,7-12 glasses per
11/7/2023 13:03,11/7/2023 13:08,IP Address,100,294,TRUE,11/7/2023 13:08,R_1P5CD7B6FOMeyUI,qr,EN,"Yes, I want to participate",18,Freshman,"White/Caucasian,Hispanic or Latino",Woman,,Mostly liberal,,Zip Code,2125,,Plastic bottled water,Yes,Public Supply,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,3,7,2,5,4,1,6,Research papers from outside/nonbiased sources reporting on the quality ,,2-6 glasses per day
11/7/2023 13:05,11/7/2023 13:08,IP Address,100,226,TRUE,11/7/2023 13:08,R_3F4EwjquQSY7VW3,qr,EN,"Yes, I want to participate",19,Sophomore,Black or African American,Woman,,Consistently liberal,,Prefer not to answer,,,Plastic bottled water,No,Well,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,1,6,2,3,7,5,4,If I read information on it,,2-6 glasses per day
11/7/2023 13:07,11/7/2023 13:09,IP Address,100,150,TRUE,11/7/2023 13:09,R_3fqIgt26e0V4LAu,qr,EN,"Yes, I want to participate",23,Senior,Asian,Woman,,Mixed,,Zip Code,2125,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,5,4,3,1,6,2,7,Cause of society norm,Yes,2-6 glasses per day
11/7/2023 13:07,11/7/2023 13:10,IP Address,100,185,TRUE,11/7/2023 13:10,R_2CwSOaFi7mkMDEi,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2186,No,Tap water,Yes,,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,7,4,3,5,2,6,1,If I knew exactly where the water was coming from and how it was purified. ,Yes,2-6 glasses per day
11/7/2023 13:06,11/7/2023 13:10,IP Address,100,218,TRUE,11/7/2023 13:10,R_2VOpjJTVqXgZnaX,qr,EN,"Yes, I want to participate",27,PhD,Asian,Man,,Mostly liberal,,Zip Code,2171,,Tap water,Yes,,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,5,1,4,2,7,3,6,More conclusive data on harms of contaminants,No,7-12 glasses per
11/7/2023 13:00,11/7/2023 13:12,IP Address,100,691,TRUE,11/7/2023 13:12,R_2tsTV1OLWBkf9CP,qr,EN,"Yes, I want to participate",36,PhD,,Woman,,Mostly liberal,,Zip Code,2116,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,,,,,,,,Yes,2-6 glasses per day
11/7/2023 13:07,11/7/2023 13:14,IP Address,100,408,TRUE,11/7/2023 13:14,R_2fkTnNHJxPGhdOJ,qr,EN,"Yes, I want to participate",30,PhD,Asian,Man,,Other,Democratic ,Zip Code,2125,No,Plastic bottled water,No,Well,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,5,6,1,7,3,4,2,,,7-12 glasses per
11/7/2023 13:05,11/7/2023 13:15,IP Address,100,642,TRUE,11/7/2023 13:15,R_12eQAJWjCl2beZy,qr,EN,"Yes, I want to participate",19,Sophomore,Black or African American,Woman,,Mostly liberal,,Zip Code,2125,,Plastic bottled water,No,Well,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,1,5,7,4,6,2,3,Make sure there’s healthy Montreal’s ,,7-12 glasses per
11/7/2023 12:54,11/7/2023 13:19,IP Address,100,1453,TRUE,11/7/2023 13:19,R_ZJhWe5mCaqwmqDn,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Gender not listed. My gender is,Genderfluid,Consistently liberal,,Zip Code,2125,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,6,1,2,3,5,4,7,,Yes,Less than 2 glasses per day
11/7/2023 12:57,11/7/2023 13:21,IP Address,100,1471,TRUE,11/7/2023 13:21,R_2BhQ22oplGYJnsX,qr,EN,"Yes, I want to participate",36,Other,"Asian,White/Caucasian",Non-binary,,Mostly liberal,,Zip Code,2171,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,7,3,4,2,5,6,I have always filtered my tap water. It’s a habit now.,Yes,Less than 2 glasses per day
11/7/2023 13:20,11/7/2023 13:22,IP Address,100,88,TRUE,11/7/2023 13:22,R_AMQd7L6ftaZMldT,qr,EN,"Yes, I want to participate",26,Senior,Hispanic or Latino,Man,,Mixed,,Zip Code,2128,Yes,Prefer not to answer,Yes,Public Supply,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,,,,,,,,Yearly results of water treatment,,
11/7/2023 13:21,11/7/2023 13:24,IP Address,100,216,TRUE,11/7/2023 13:24,R_1OGCkLYfYZ7gIPI,qr,EN,"Yes, I want to participate",25,Senior,Black or African American,Man,,Mixed,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,2-6 glasses per day
11/7/2023 13:02,11/7/2023 13:29,IP Address,100,1628,TRUE,11/7/2023 13:29,R_2c6HQK4glmsmwt0,qr,EN,"Yes, I want to participate",20,Junior,Asian,Man,,Mixed,,Zip Code,2148,No,Plastic bottled water,No,Public Supply,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,13 or more glasses per day
11/7/2023 13:28,11/7/2023 13:30,IP Address,100,173,TRUE,11/7/2023 13:30,R_33vj7IXuPx3Wy1D,qr,EN,"Yes, I want to participate",22,Senior,"White/Caucasian,Hispanic or Latino",Woman,,Consistently liberal,,Zip Code,2125,Yes,Tap water,No,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,7,3,4,1,6,2,5,,Yes,Less than 2 glasses per day
11/7/2023 13:28,11/7/2023 13:31,IP Address,100,135,TRUE,11/7/2023 13:31,R_DICARda1j1wj1oB,qr,EN,"Yes, I want to participate",22,Junior,White/Caucasian,Man,,Mostly liberal,,Prefer not to answer,,No,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,3,2,1,7,4,5,6,Knowing the origin / statistics,Yes,2-6 glasses per day
11/7/2023 13:28,11/7/2023 13:31,IP Address,100,165,TRUE,11/7/2023 13:31,R_32OWoxL0uK2wtyH,qr,EN,"Yes, I want to participate",19,Sophomore,White/Caucasian,Woman,,Mostly liberal,,Prefer not to answer,,,Glass bottled/canned/boxed water,Yes,Public Supply,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,,N/A already trust ,,7-12 glasses per
11/7/2023 13:30,11/7/2023 13:31,IP Address,100,100,TRUE,11/7/2023 13:31,R_C8NjoHgj8CKeIQ9,qr,EN,"Yes, I want to participate",21,Senior,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2125,,Tap water,Yes,Public Supply,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,7,5,1,4,6,3,2,,Yes,2-6 glasses per day
11/7/2023 13:28,11/7/2023 13:32,IP Address,100,196,TRUE,11/7/2023 13:32,R_3Ra4ENgbJDXWK1C,qr,EN,"Yes, I want to participate",22,Junior,White/Caucasian,Gender not listed. My gender is,gender fluid (woman —> nonbinary),Consistently liberal,,Zip Code,2125,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,,,,,,,,reliable filters installed and advertised on fountains/taps ,Yes,2-6 glasses per day
11/7/2023 13:29,11/7/2023 13:32,IP Address,100,168,TRUE,11/7/2023 13:32,R_3nODRoVPoUeJYj0,qr,EN,"Yes, I want to participate",28,Senior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2420,No,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,2,1,3,4,7,6,5,Evidence that it is non contaminated ,No,2-6 glasses per day
11/7/2023 13:30,11/7/2023 13:32,IP Address,100,108,TRUE,11/7/2023 13:32,R_3pnByxyVDFqfyYh,qr,EN,"Yes, I want to participate",21,Senior,White/Caucasian,Man,,Mostly liberal,,Zip Code,1835,Yes,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,4,3,1,7,6,5,2,Better filtering systems ,,7-12 glasses per
11/7/2023 13:30,11/7/2023 13:32,IP Address,100,118,TRUE,11/7/2023 13:32,R_1OACCssjlIUpgGu,qr,EN,"Yes, I want to participate",20,Sophomore,Black or African American,Man,,Other,,Prefer not to answer,,,Glass bottled/canned/boxed water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,1,2,3,4,5,6,7,,,2-6 glasses per day
11/7/2023 13:30,11/7/2023 13:32,IP Address,100,105,TRUE,11/7/2023 13:32,R_3lPsavFBOxLOkeq,qr,EN,"Yes, I want to participate",20,Sophomore,Black or African American,Man,,Prefer not to answer,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,1,2,3,4,5,6,7,,,Less than 2 glasses per day
11/7/2023 13:29,11/7/2023 13:32,IP Address,100,189,TRUE,11/7/2023 13:32,R_PTo6zUmKqOLWCqZ,qr,EN,"Yes, I want to participate",23,Junior,White/Caucasian,Man,,Mostly liberal,,Zip Code,2145,No,Tap water,No,Public Supply,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,6,1,3,2,5,4,7,Public metrics vs bottled water or other sources of water ,No,7-12 glasses per
11/7/2023 13:30,11/7/2023 13:33,IP Address,100,151,TRUE,11/7/2023 13:33,R_zVFCsPWX0AFaHLP,qr,EN,"Yes, I want to participate",22,Senior,Black or African American,Woman,,Prefer not to answer,,Zip Code,2125,,Plastic bottled water,Yes,Public Supply,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,,,,,,,,Knowing where the water is coming from,,2-6 glasses per day
11/7/2023 13:32,11/7/2023 13:33,IP Address,100,73,TRUE,11/7/2023 13:33,R_1NwhvdaDTkCb6Nm,qr,EN,"Yes, I want to participate",,Sophomore,,Prefer not to answer,,Mixed,,Prefer not to answer,,,Plastic bottled water,No,,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,7-12 glasses per
11/7/2023 13:30,11/7/2023 13:33,IP Address,100,192,TRUE,11/7/2023 13:33,R_1dLjtW8AOLYJXSu,qr,EN,"Yes, I want to participate",18,Freshman,Hispanic or Latino,Man,,Prefer not to answer,,Zip Code,2169,No,Tap water,Yes,Well,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,3,4,6,5,7,1,2,More actual recordings on it,No,2-6 glasses per day
11/7/2023 13:31,11/7/2023 13:33,IP Address,100,146,TRUE,11/7/2023 13:33,R_1KkxZuQfF6wOUYS,qr,EN,"Yes, I want to participate",26,Prefer not to answer,Asian,Man,,Prefer not to answer,,Prefer not to answer,,,Tap water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Maybe ,Yes,2-6 glasses per day
11/7/2023 13:31,11/7/2023 13:33,IP Address,100,131,TRUE,11/7/2023 13:33,R_2P7fLq8uankIdUR,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Non-binary,,Mostly liberal,,Zip Code,2125,No,Plastic bottled water,Yes,Public Supply,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,3,1,2,7,5,6,4,more filters in public supply,,7-12 glasses per
11/7/2023 13:31,11/7/2023 13:33,IP Address,100,145,TRUE,11/7/2023 13:33,R_DSHBOX6BgxOTfah,qr,EN,"Yes, I want to participate",21,Senior,Asian,Woman,,Mostly liberal,,Zip Code,2421,No,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,No,2-6 glasses per day
11/7/2023 13:29,11/7/2023 13:34,IP Address,100,254,TRUE,11/7/2023 13:34,R_2Et33QhjyOiW80o,qr,EN,"Yes, I want to participate",21,Senior,"White/Caucasian,Hispanic or Latino",Man,,Mostly liberal,,Zip Code,2368,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,1,7,4,6,3,2,5,,,2-6 glasses per day
11/7/2023 13:32,11/7/2023 13:34,IP Address,100,141,TRUE,11/7/2023 13:34,R_302wTQVYC64V764,qr,EN,"Yes, I want to participate",21,Senior,Hispanic or Latino,Woman,,Consistently liberal,,Zip Code,2135,No,Plastic bottled water,Yes,Public Supply,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,2,3,4,5,6,7,if we know where it’s coming from exactly and be able to rely on whose telling us as well,,2-6 glasses per day
11/7/2023 13:32,11/7/2023 13:35,IP Address,100,177,TRUE,11/7/2023 13:35,R_1jjkv6l4PyfiPnq,qr,EN,"Yes, I want to participate",19,Freshman,White/Caucasian,Woman,,Mixed,,Zip Code,2125,,Tap water,Yes,Public Supply,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,2,1,3,4,7,5,6,If it tasted like purified water ,Yes,7-12 glasses per
11/7/2023 13:31,11/7/2023 13:35,IP Address,100,206,TRUE,11/7/2023 13:35,R_2E3JWQJlFhISBCH,qr,EN,"Yes, I want to participate",23,Junior,Asian,Man,,Mostly liberal,,Zip Code,2169,,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,Awareness of where the water is coming from and how it’s filtered ,Yes,2-6 glasses per day
11/7/2023 13:32,11/7/2023 13:35,IP Address,100,197,TRUE,11/7/2023 13:35,R_3fW7FqlpzqfrTsN,qr,EN,"Yes, I want to participate",22,Senior,"White/Caucasian,Hispanic or Latino",Man,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,If it were ph tested on a weekly basis ,,2-6 glasses per day
11/7/2023 13:28,11/7/2023 13:35,IP Address,100,390,TRUE,11/7/2023 13:35,R_rkjqoh6I1suLnFf,qr,EN,"Yes, I want to participate",20,Junior,"Black or African American,White/Caucasian",Man,,Other,Leftist ,Zip Code,2125,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,3,2,1,5,7,4,6,Campaigns to swap out entire drinking water piping systems. The prevalence of lead in our drinking pipes historically has forever altered my trust ,Yes,7-12 glasses per
11/7/2023 13:34,11/7/2023 13:35,IP Address,100,86,TRUE,11/7/2023 13:35,R_1ls1USswdk7mqyj,qr,EN,"Yes, I want to participate",19,Freshman,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,No,Tap water,Yes,,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,Yes,7-12 glasses per
11/7/2023 13:33,11/7/2023 13:35,IP Address,100,128,TRUE,11/7/2023 13:35,R_1jQaEPWXALo4UAY,qr,EN,"Yes, I want to participate",19,Sophomore,Asian,Woman,,Mostly liberal,,Prefer not to answer,,No,Plastic bottled water,No,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,4,6,2,5,3,7,1,a filter ,,Less than 2 glasses per day
11/7/2023 13:32,11/7/2023 13:35,IP Address,100,203,TRUE,11/7/2023 13:35,R_dgras5GNVeSTQNH,qr,EN,"Yes, I want to participate",18,Freshman,Black or African American,Man,,Mostly liberal,,Zip Code,1845,,Tap water,Yes,Public Supply,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,3,1,2,7,5,6,4,if more information was given on the safety of tap water in my area,No,2-6 glasses per day
11/7/2023 13:33,11/7/2023 13:35,IP Address,100,131,TRUE,11/7/2023 13:35,R_2BnzN7u1jps05D3,qr,EN,"Yes, I want to participate",33,Senior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,1833,Yes,Plastic bottled water,Yes,Well,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,,,,Stricter water laws,,7-12 glasses per
11/7/2023 13:32,11/7/2023 13:35,IP Address,100,221,TRUE,11/7/2023 13:35,R_3EFsy1XfrxDJS2e,qr,EN,"Yes, I want to participate",21,Freshman,White/Caucasian,Man,,Mostly conservative,,,,,Tap water,Yes,Public Supply,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,6,3,1,7,2,4,,Yes,7-12 glasses per
11/7/2023 13:34,11/7/2023 13:36,IP Address,100,85,TRUE,11/7/2023 13:36,R_1QaLfT2PubYeKf6,qr,EN,"Yes, I want to participate",20,Junior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2062,No,Tap water,Yes,Public Supply,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,1,6,3,4,2,5,7,,Yes,7-12 glasses per
11/7/2023 13:34,11/7/2023 13:36,IP Address,100,126,TRUE,11/7/2023 13:36,R_2QnfJxTZkXm7HeO,qr,EN,"Yes, I want to participate",19,Freshman,White/Caucasian,Woman,,Mostly liberal,,Zip Code,19073,No,Tap water,Yes,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,3,5,1,2,6,7,4,,Yes,7-12 glasses per
11/7/2023 13:33,11/7/2023 13:36,IP Address,100,195,TRUE,11/7/2023 13:36,R_3fjJsSS4YYsD4gu,qr,EN,"Yes, I want to participate",19,Sophomore,Asian,Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,Yes,,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,2,3,4,6,7,5,1,accurate testing of water ,,2-6 glasses per day
11/7/2023 13:33,11/7/2023 13:36,IP Address,100,177,TRUE,11/7/2023 13:36,R_2uBQKaJsqjMzPon,qr,EN,"Yes, I want to participate",26,Junior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2145,Yes,Tap water,Yes,Public Supply,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,5,1,2,6,4,7,3,Knowing the quality of the pipes and what’s added to the water ,Yes,13 or more glasses per day
11/7/2023 13:34,11/7/2023 13:37,IP Address,100,179,TRUE,11/7/2023 13:37,R_3nIveLSdBaJPOzc,qr,EN,"Yes, I want to participate",18,Freshman,Asian,Woman,,Prefer not to answer,,Zip Code,2184,No,Plastic bottled water,Yes,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,2-6 glasses per day
11/7/2023 13:34,11/7/2023 13:37,IP Address,100,174,TRUE,11/7/2023 13:37,R_3CHQ5iLQk1PIi8C,qr,EN,"Yes, I want to participate",18,Freshman,"White/Caucasian,Hispanic or Latino",Woman,,Prefer not to answer,,Prefer not to answer,,,Plastic bottled water,No,,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,2,4,1,3,5,6,7,n/A,,2-6 glasses per day
11/7/2023 13:33,11/7/2023 13:37,IP Address,100,204,TRUE,11/7/2023 13:37,R_1Ffx2Jo1Usijbdz,qr,EN,"Yes, I want to participate",19,Freshman,White/Caucasian,Woman,,Mixed,,Zip Code,2125,Yes,Plastic bottled water,Yes,Well,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,4,5,3,2,6,7,1,Information ,,7-12 glasses per
11/7/2023 13:33,11/7/2023 13:37,IP Address,100,202,TRUE,11/7/2023 13:37,R_3EsYvblshOjcybR,qr,EN,"Yes, I want to participate",18,Freshman,White/Caucasian,Woman,,Mostly liberal,,Zip Code,2125,Yes,Glass bottled/canned/boxed water,Yes,Public Supply,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,1,2,4,6,5,3,7,Filters. ,,7-12 glasses per
11/7/2023 13:33,11/7/2023 13:37,IP Address,100,215,TRUE,11/7/2023 13:37,R_3PBCmBR5eIpyDkd,qr,EN,"Yes, I want to participate",18,Freshman,White/Caucasian,Woman,,Mostly liberal,,,,Yes,Plastic bottled water,No,,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,3,7,5,1,2,4,6,idk,,2-6 glasses per day
11/7/2023 13:33,11/7/2023 13:37,IP Address,100,266,TRUE,11/7/2023 13:37,R_1P2iqsAaCJ17brZ,qr,EN,"Yes, I want to participate",21,Junior,White/Caucasian,Woman,,Consistently liberal,,Zip Code,2143,No,Plastic bottled water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,3,4,1,5,6,7,2,If there were zero risk of lead poisoning from the pipes,,2-6 glasses per day
11/7/2023 13:36,11/7/2023 13:38,IP Address,100,128,TRUE,11/7/2023 13:38,R_28B9xirUAIQ9YLH,qr,EN,"Yes, I want to participate",30,Senior,White/Caucasian,Man,,Consistently liberal,,Zip Code,1519,Yes,Tap water,Yes,Public Supply,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,,,,,Monthly reports,Yes,2-6 glasses per day
11/7/2023 13:36,11/7/2023 13:38,IP Address,100,141,TRUE,11/7/2023 13:38,R_W87ZY4iJwEWDNo5,qr,EN,"Yes, I want to participate",40,Master,Asian,Man,,Mostly conservative,,Zip Code,2145,No,Tap water,Yes,Public Supply,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,7,4,2,5,6,3,,Yes,2-6 glasses per day
